Sex,Race/Ethnicity,Age,Stage at Diagnosis,Rate Type,Year,"Age-adjusted (AA) Rate per 100,000"
Female,Hispanic (any race),Ages < 50,All Stages,Observed Rates,2010,98.849
Female,Hispanic (any race),Ages < 50,All Stages,Observed Rates,2011,102.5005
Female,Hispanic (any race),Ages < 50,All Stages,Observed Rates,2012,103.3157
Female,Hispanic (any race),Ages < 50,All Stages,Observed Rates,2013,104.3276
Female,Hispanic (any race),Ages < 50,All Stages,Observed Rates,2014,108.9517
Female,Hispanic (any race),Ages < 50,All Stages,Observed Rates,2015,111.6684
Female,Hispanic (any race),Ages < 50,All Stages,Observed Rates,2016,110.6589
Female,Hispanic (any race),Ages < 50,All Stages,Observed Rates,2017,109.7189
Female,Hispanic (any race),Ages 50-64,All Stages,Observed Rates,2000,607.5706
Female,Hispanic (any race),Ages 50-64,All Stages,Observed Rates,2001,586.6658
Female,Hispanic (any race),Ages 50-64,All Stages,Observed Rates,2002,609.77
Female,Hispanic (any race),Ages 50-64,All Stages,Observed Rates,2003,604.6994
Female,Hispanic (any race),Ages 50-64,All Stages,Observed Rates,2004,609.586
Female,Hispanic (any race),Ages 50-64,All Stages,Observed Rates,2005,600.9213
Female,Hispanic (any race),Ages 50-64,All Stages,Observed Rates,2006,600.2455
Female,Hispanic (any race),Ages 50-64,All Stages,Observed Rates,2007,604.9609
Female,Hispanic (any race),Ages 50-64,All Stages,Observed Rates,2008,615.6817
Female,Hispanic (any race),Ages 50-64,All Stages,Observed Rates,2009,618.4906
Female,Hispanic (any race),Ages 50-64,All Stages,Observed Rates,2010,591.8036
Female,Hispanic (any race),Ages 50-64,All Stages,Observed Rates,2011,604.9184
Female,Hispanic (any race),Ages 50-64,All Stages,Observed Rates,2012,627.267
Female,Hispanic (any race),Ages 50-64,All Stages,Observed Rates,2013,627.6094
Female,Hispanic (any race),Ages 50-64,All Stages,Observed Rates,2014,639.9238
Female,Hispanic (any race),Ages 50-64,All Stages,Observed Rates,2015,659.8818
Female,Hispanic (any race),Ages 50-64,All Stages,Observed Rates,2016,649.2561
Female,Hispanic (any race),Ages 50-64,All Stages,Observed Rates,2017,636.3484
Female,Hispanic (any race),Ages 65+,All Stages,Observed Rates,2000,1327.918
Female,Hispanic (any race),Ages 65+,All Stages,Observed Rates,2001,1347.5768
Female,Hispanic (any race),Ages 65+,All Stages,Observed Rates,2002,1353.2621
Female,Hispanic (any race),Ages 65+,All Stages,Observed Rates,2003,1353.722
Female,Hispanic (any race),Ages 65+,All Stages,Observed Rates,2004,1372.9617
Female,Hispanic (any race),Ages 65+,All Stages,Observed Rates,2005,1361.1624
Female,Hispanic (any race),Ages 65+,All Stages,Observed Rates,2006,1318.4704
Female,Hispanic (any race),Ages 65+,All Stages,Observed Rates,2007,1329.505
Female,Hispanic (any race),Ages 65+,All Stages,Observed Rates,2008,1369.3432
Female,Hispanic (any race),Ages 65+,All Stages,Observed Rates,2009,1336.6838
Female,Hispanic (any race),Ages 65+,All Stages,Observed Rates,2010,1319.9509
Female,Hispanic (any race),Ages 65+,All Stages,Observed Rates,2011,1347.1579
Female,Hispanic (any race),Ages 65+,All Stages,Observed Rates,2012,1298.5739
Female,Hispanic (any race),Ages 65+,All Stages,Observed Rates,2013,1333.6848
Female,Hispanic (any race),Ages 65+,All Stages,Observed Rates,2014,1304.9105
Female,Hispanic (any race),Ages 65+,All Stages,Observed Rates,2015,1309.8893
Female,Hispanic (any race),Ages 65+,All Stages,Observed Rates,2016,1293.1956
Female,Hispanic (any race),Ages 65+,All Stages,Observed Rates,2017,1261.283
Female,Hispanic (any race),Ages <15,All Stages,Observed Rates,2000,15.757
Female,Hispanic (any race),Ages <15,All Stages,Observed Rates,2001,14.6549
Female,Hispanic (any race),Ages <15,All Stages,Observed Rates,2002,14.0379
Female,Hispanic (any race),Ages <15,All Stages,Observed Rates,2003,14.5461
Female,Hispanic (any race),Ages <15,All Stages,Observed Rates,2004,14.6767
Female,Hispanic (any race),Ages <15,All Stages,Observed Rates,2005,15.0219
Female,Hispanic (any race),Ages <15,All Stages,Observed Rates,2006,13.5298
Female,Hispanic (any race),Ages <15,All Stages,Observed Rates,2007,14.5692
Female,Hispanic (any race),Ages <15,All Stages,Observed Rates,2008,15.6047
Female,Hispanic (any race),Ages <15,All Stages,Observed Rates,2009,15.9048
Female,Hispanic (any race),Ages <15,All Stages,Observed Rates,2010,14.763
Female,Hispanic (any race),Ages <15,All Stages,Observed Rates,2011,15.1946
Female,Hispanic (any race),Ages <15,All Stages,Observed Rates,2012,15.0437
Female,Hispanic (any race),Ages <15,All Stages,Observed Rates,2013,14.4953
Female,Hispanic (any race),Ages <15,All Stages,Observed Rates,2014,15.0763
Female,Hispanic (any race),Ages <15,All Stages,Observed Rates,2015,16.5245
Female,Hispanic (any race),Ages <15,All Stages,Observed Rates,2016,15.8999
Female,Hispanic (any race),Ages <15,All Stages,Observed Rates,2017,13.9741
Female,Hispanic (any race),Ages 15-39,All Stages,Observed Rates,2000,66.1929
Female,Hispanic (any race),Ages 15-39,All Stages,Observed Rates,2001,63.7836
Female,Hispanic (any race),Ages 15-39,All Stages,Observed Rates,2002,64.5005
Female,Hispanic (any race),Ages 15-39,All Stages,Observed Rates,2003,63.4255
Female,Hispanic (any race),Ages 15-39,All Stages,Observed Rates,2004,65.77
Female,Hispanic (any race),Ages 15-39,All Stages,Observed Rates,2005,67.5694
Female,Hispanic (any race),Ages 15-39,All Stages,Observed Rates,2006,66.2262
Female,Hispanic (any race),Ages 15-39,All Stages,Observed Rates,2007,69.3933
Female,Hispanic (any race),Ages 15-39,All Stages,Observed Rates,2008,74.296
Female,Hispanic (any race),Ages 15-39,All Stages,Observed Rates,2009,70.5289
Female,Hispanic (any race),Ages 15-39,All Stages,Observed Rates,2010,70.0359
Female,Hispanic (any race),Ages 15-39,All Stages,Observed Rates,2011,71.126
Female,Hispanic (any race),Ages 15-39,All Stages,Observed Rates,2012,76.5086
Female,Hispanic (any race),Ages 15-39,All Stages,Observed Rates,2013,74.6638
Female,Hispanic (any race),Ages 15-39,All Stages,Observed Rates,2014,80.1188
Female,Hispanic (any race),Ages 15-39,All Stages,Observed Rates,2015,81.4383
Female,Hispanic (any race),Ages 15-39,All Stages,Observed Rates,2016,82.0877
Female,Hispanic (any race),Ages 15-39,All Stages,Observed Rates,2017,81.2265
Female,Hispanic (any race),Ages 40-64,All Stages,Observed Rates,2000,445.9893
Female,Hispanic (any race),Ages 40-64,All Stages,Observed Rates,2001,433.2244
Female,Hispanic (any race),Ages 40-64,All Stages,Observed Rates,2002,440.1917
Female,Hispanic (any race),Ages 40-64,All Stages,Observed Rates,2003,438.5764
Female,Hispanic (any race),Ages 40-64,All Stages,Observed Rates,2004,441.6036
Female,Hispanic (any race),Ages 40-64,All Stages,Observed Rates,2005,439.1068
Female,Hispanic (any race),Ages 40-64,All Stages,Observed Rates,2006,434.1969
Female,Hispanic (any race),Ages 40-64,All Stages,Observed Rates,2007,442.1054
Female,Hispanic (any race),Ages 40-64,All Stages,Observed Rates,2008,448.7888
Female,Hispanic (any race),Ages 40-64,All Stages,Observed Rates,2009,452.6837
Female,Hispanic (any race),Ages 40-64,All Stages,Observed Rates,2010,435.1306
Female,Hispanic (any race),Ages 40-64,All Stages,Observed Rates,2011,448.7176
Female,Hispanic (any race),Ages 40-64,All Stages,Observed Rates,2012,455.5057
Female,Hispanic (any race),Ages 40-64,All Stages,Observed Rates,2013,460.626
Female,Hispanic (any race),Ages 40-64,All Stages,Observed Rates,2014,470.9302
Female,Hispanic (any race),Ages 40-64,All Stages,Observed Rates,2015,484.6819
Female,Hispanic (any race),Ages 40-64,All Stages,Observed Rates,2016,476.7182
Female,Hispanic (any race),Ages 40-64,All Stages,Observed Rates,2017,470.4775
Female,Hispanic (any race),Ages 65-74,All Stages,Observed Rates,2000,1146.7963
Female,Hispanic (any race),Ages 65-74,All Stages,Observed Rates,2001,1125.486
Female,Hispanic (any race),Ages 65-74,All Stages,Observed Rates,2002,1121.1703
Female,Hispanic (any race),Ages 65-74,All Stages,Observed Rates,2003,1126.5789
Female,Hispanic (any race),Ages 65-74,All Stages,Observed Rates,2004,1142.8248
Female,Hispanic (any race),Ages 65-74,All Stages,Observed Rates,2005,1174.0673
Female,Hispanic (any race),Ages 65-74,All Stages,Observed Rates,2006,1108.5997
Female,Hispanic (any race),Ages 65-74,All Stages,Observed Rates,2007,1119.2285
Female,Hispanic (any race),Ages 65-74,All Stages,Observed Rates,2008,1173.877
Female,Hispanic (any race),Ages 65-74,All Stages,Observed Rates,2009,1165.7461
Female,Hispanic (any race),Ages 65-74,All Stages,Observed Rates,2010,1147.1541
Female,Hispanic (any race),Ages 65-74,All Stages,Observed Rates,2011,1151.1253
Female,Hispanic (any race),Ages 65-74,All Stages,Observed Rates,2012,1169.4845
Female,Hispanic (any race),Ages 65-74,All Stages,Observed Rates,2013,1201.5282
Female,Hispanic (any race),Ages 65-74,All Stages,Observed Rates,2014,1149.2293
Female,Hispanic (any race),Ages 65-74,All Stages,Observed Rates,2015,1205.7332
Female,Hispanic (any race),Ages 65-74,All Stages,Observed Rates,2016,1169.7289
Female,Hispanic (any race),Ages 65-74,All Stages,Observed Rates,2017,1158.4292
Female,Hispanic (any race),Ages 75+,All Stages,Observed Rates,2000,1526.1044
Female,Hispanic (any race),Ages 75+,All Stages,Observed Rates,2001,1590.5924
Female,Hispanic (any race),Ages 75+,All Stages,Observed Rates,2002,1607.221
Female,Hispanic (any race),Ages 75+,All Stages,Observed Rates,2003,1602.2658
Female,Hispanic (any race),Ages 75+,All Stages,Observed Rates,2004,1624.7814
Female,Hispanic (any race),Ages 75+,All Stages,Observed Rates,2005,1565.8851
Female,Hispanic (any race),Ages 75+,All Stages,Observed Rates,2006,1548.1144
Female,Hispanic (any race),Ages 75+,All Stages,Observed Rates,2007,1559.593
Female,Hispanic (any race),Ages 75+,All Stages,Observed Rates,2008,1583.2256
Female,Hispanic (any race),Ages 75+,All Stages,Observed Rates,2009,1523.7267
Female,Hispanic (any race),Ages 75+,All Stages,Observed Rates,2010,1509.0281
Female,Hispanic (any race),Ages 75+,All Stages,Observed Rates,2011,1561.6601
Female,Hispanic (any race),Ages 75+,All Stages,Observed Rates,2012,1439.8258
Female,Hispanic (any race),Ages 75+,All Stages,Observed Rates,2013,1478.2928
Female,Hispanic (any race),Ages 75+,All Stages,Observed Rates,2014,1475.2594
Female,Hispanic (any race),Ages 75+,All Stages,Observed Rates,2015,1423.8586
Female,Hispanic (any race),Ages 75+,All Stages,Observed Rates,2016,1428.295
Female,Hispanic (any race),Ages 75+,All Stages,Observed Rates,2017,1373.8272
Female,Hispanic (any race),Ages < 20,All Stages,Observed Rates,2000,15.8256
Female,Hispanic (any race),Ages < 20,All Stages,Observed Rates,2001,14.8452
Female,Hispanic (any race),Ages < 20,All Stages,Observed Rates,2002,14.8311
Female,Hispanic (any race),Ages < 20,All Stages,Observed Rates,2003,14.8944
Female,Hispanic (any race),Ages < 20,All Stages,Observed Rates,2004,15.4472
Female,Hispanic (any race),Ages < 20,All Stages,Observed Rates,2005,15.3066
Female,Hispanic (any race),Ages < 20,All Stages,Observed Rates,2006,14.9056
Female,Hispanic (any race),Ages < 20,All Stages,Observed Rates,2007,15.3579
Female,Hispanic (any race),Ages < 20,All Stages,Observed Rates,2008,16.5678
Female,Hispanic (any race),Ages < 20,All Stages,Observed Rates,2009,17.1481
Female,Hispanic (any race),Ages < 20,All Stages,Observed Rates,2010,15.7055
Female,Hispanic (any race),Ages < 20,All Stages,Observed Rates,2011,16.1538
Female,Hispanic (any race),Ages < 20,All Stages,Observed Rates,2012,16.4503
Female,Hispanic (any race),Ages < 20,All Stages,Observed Rates,2013,15.7172
Female,Hispanic (any race),Ages < 20,All Stages,Observed Rates,2014,16.719
Female,Hispanic (any race),Ages < 20,All Stages,Observed Rates,2015,17.8533
Female,Hispanic (any race),Ages < 20,All Stages,Observed Rates,2016,17.5924
Female,Hispanic (any race),Ages < 20,All Stages,Observed Rates,2017,15.7907
Female,Non-Hispanic White,All Ages,All Stages,Observed Rates,2000,453.0858
Female,Non-Hispanic White,All Ages,All Stages,Observed Rates,2001,455.4808
Female,Non-Hispanic White,All Ages,All Stages,Observed Rates,2002,450.8631
Female,Non-Hispanic White,All Ages,All Stages,Observed Rates,2003,443.088
Female,Non-Hispanic White,All Ages,All Stages,Observed Rates,2004,445.4297
Female,Non-Hispanic White,All Ages,All Stages,Observed Rates,2005,447.117
Female,Non-Hispanic White,All Ages,All Stages,Observed Rates,2006,452.2327
Female,Non-Hispanic White,All Ages,All Stages,Observed Rates,2007,454.6919
Female,Non-Hispanic White,All Ages,All Stages,Observed Rates,2008,458.8369
Female,Non-Hispanic White,All Ages,All Stages,Observed Rates,2009,459.6929
Female,Non-Hispanic White,All Ages,All Stages,Observed Rates,2010,448.5451
Female,Non-Hispanic White,All Ages,All Stages,Observed Rates,2011,450.445
Female,Non-Hispanic White,All Ages,All Stages,Observed Rates,2012,450.8076
Female,Non-Hispanic White,All Ages,All Stages,Observed Rates,2013,449.9859
Female,Non-Hispanic White,All Ages,All Stages,Observed Rates,2014,453.0955
Female,Non-Hispanic White,All Ages,All Stages,Observed Rates,2015,454.1307
Female,Non-Hispanic White,All Ages,All Stages,Observed Rates,2016,447.316
Female,Non-Hispanic White,All Ages,All Stages,Observed Rates,2017,440.5847
Female,Non-Hispanic White,Ages < 50,All Stages,Observed Rates,2000,123.9838
Female,Non-Hispanic White,Ages < 50,All Stages,Observed Rates,2001,127.2383
Female,Non-Hispanic White,Ages < 50,All Stages,Observed Rates,2002,125.8894
Female,Non-Hispanic White,Ages < 50,All Stages,Observed Rates,2003,128.3085
Female,Non-Hispanic White,Ages < 50,All Stages,Observed Rates,2004,131.146
Female,Non-Hispanic White,Ages < 50,All Stages,Observed Rates,2005,133.284
Female,Non-Hispanic White,Ages < 50,All Stages,Observed Rates,2006,136.5029
Female,Non-Hispanic White,Ages < 50,All Stages,Observed Rates,2007,136.8754
Female,Non-Hispanic White,Ages < 50,All Stages,Observed Rates,2008,140.6394
Female,Non-Hispanic White,Ages < 50,All Stages,Observed Rates,2009,142.0279
Female,Non-Hispanic White,Ages < 50,All Stages,Observed Rates,2010,138.6068
Female,Non-Hispanic White,Ages < 50,All Stages,Observed Rates,2011,141.0239
Female,Non-Hispanic White,Ages < 50,All Stages,Observed Rates,2012,141.679
Female,Non-Hispanic White,Ages < 50,All Stages,Observed Rates,2013,141.5667
Female,Non-Hispanic White,Ages < 50,All Stages,Observed Rates,2014,143.7663
Female,Non-Hispanic White,Ages < 50,All Stages,Observed Rates,2015,145.9823
Female,Non-Hispanic White,Ages < 50,All Stages,Observed Rates,2016,142.3841
Female,Non-Hispanic White,Ages < 50,All Stages,Observed Rates,2017,142.348
Female,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2000,872.9789
Female,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2001,876.5738
Female,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2002,858.5742
Female,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2003,825.8832
Female,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2004,820.7421
Female,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2005,820.3078
Female,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2006,825.9871
Female,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2007,830.9078
Female,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2008,831.5843
Female,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2009,829.7049
Female,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2010,809.6613
Female,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2011,811.5189
Female,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2012,813.9647
Female,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2013,818.573
Female,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2014,832.4932
Female,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2015,834.8944
Female,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2016,826.0159
Female,Non-Hispanic White,Ages 50-64,All Stages,Observed Rates,2017,814.8912
Female,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2000,1839.2058
Female,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2001,1835.2557
Female,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2002,1827.8003
Female,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2003,1791.221
Female,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2004,1799.6031
Female,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2005,1801.227
Female,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2006,1816.5348
Female,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2007,1828.0205
Female,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2008,1838.4626
Female,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2009,1839.5158
Female,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2010,1794.6822
Female,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2011,1793.6711
Female,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2012,1789.8871
Female,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2013,1778.5605
Female,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2014,1774.0524
Female,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2015,1766.706
Female,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2016,1743.9233
Female,Non-Hispanic White,Ages 65+,All Stages,Observed Rates,2017,1704.0699
Female,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2000,15.4354
Female,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2001,16.3389
Female,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2002,15.4717
Female,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2003,15.5033
Female,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2004,15.246
Female,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2005,15.1183
Female,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2006,15.7652
Female,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2007,16.9437
Female,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2008,15.9611
Female,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2009,16.4734
Female,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2010,16.882
Female,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2011,18.1736
Female,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2012,15.7061
Female,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2013,17.2917
Female,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2014,17.3306
Female,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2015,17.7748
Female,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2016,16.8717
Female,Non-Hispanic White,Ages <15,All Stages,Observed Rates,2017,17.0746
Female,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2000,86.749
Female,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2001,91.3023
Female,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2002,90.5145
Female,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2003,91.6902
Female,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2004,93.9115
Female,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2005,97.5465
Female,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2006,96.9537
Female,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2007,99.1639
Female,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2008,102.7943
Female,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2009,102.9055
Female,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2010,101.0983
Female,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2011,103.5321
Female,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2012,105.1634
Female,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2013,103.9869
Female,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2014,105.9043
Female,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2015,108.9533
Female,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2016,107.6394
Female,Non-Hispanic White,Ages 15-39,All Stages,Observed Rates,2017,102.9531
Female,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2000,613.7161
Female,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2001,617.2824
Female,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2002,606.7221
Female,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2003,594.9561
Female,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2004,596.7626
Female,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2005,597.4836
Female,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2006,608.1851
Female,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2007,608.0861
Female,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2008,613.8357
Female,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2009,615.7226
Female,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2010,599.5094
Female,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2011,602.4258
Female,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2012,605.0303
Female,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2013,607.2906
Female,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2014,617.1292
Female,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2015,619.7154
Female,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2016,608.9402
Female,Non-Hispanic White,Ages 40-64,All Stages,Observed Rates,2017,608.6951
Female,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2000,1657.2874
Female,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2001,1650.376
Female,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2002,1634.9544
Female,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2003,1597.8732
Female,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2004,1586.9128
Female,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2005,1593.6661
Female,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2006,1620.7884
Female,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2007,1646.355
Female,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2008,1642.3505
Female,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2009,1637.2138
Female,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2010,1607.0701
Female,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2011,1615.3524
Female,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2012,1600.2911
Female,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2013,1592.707
Female,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2014,1588.5072
Female,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2015,1591.1591
Female,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2016,1571.8162
Female,Non-Hispanic White,Ages 65-74,All Stages,Observed Rates,2017,1546.4143
Female,Non-Hispanic White,Ages 75+,All Stages,Observed Rates,2000,2038.264
Female,Non-Hispanic White,Ages 75+,All Stages,Observed Rates,2001,2037.5542
Female,Non-Hispanic White,Ages 75+,All Stages,Observed Rates,2002,2038.8155
Female,Non-Hispanic White,Ages 75+,All Stages,Observed Rates,2003,2002.7855
Female,Non-Hispanic White,Ages 75+,All Stages,Observed Rates,2004,2032.3324
Female,Non-Hispanic White,Ages 75+,All Stages,Observed Rates,2005,2028.3436
Female,Non-Hispanic White,Ages 75+,All Stages,Observed Rates,2006,2030.7238
Female,Non-Hispanic White,Ages 75+,All Stages,Observed Rates,2007,2026.8021
Female,Non-Hispanic White,Ages 75+,All Stages,Observed Rates,2008,2053.0517
Female,Non-Hispanic White,Ages 75+,All Stages,Observed Rates,2009,2060.878
Female,Non-Hispanic White,Ages 75+,All Stages,Observed Rates,2010,1999.9705
Female,Non-Hispanic White,Ages 75+,All Stages,Observed Rates,2011,1988.7903
Female,Non-Hispanic White,Ages 75+,All Stages,Observed Rates,2012,1997.3463
Female,Non-Hispanic White,Ages 75+,All Stages,Observed Rates,2013,1981.9245
Female,Non-Hispanic White,Ages 75+,All Stages,Observed Rates,2014,1977.0791
Female,Non-Hispanic White,Ages 75+,All Stages,Observed Rates,2015,1958.7924
Female,Non-Hispanic White,Ages 75+,All Stages,Observed Rates,2016,1932.2459
Female,Non-Hispanic White,Ages 75+,All Stages,Observed Rates,2017,1876.5794
Female,Non-Hispanic White,Ages < 20,All Stages,Observed Rates,2000,17.1372
Female,Non-Hispanic White,Ages < 20,All Stages,Observed Rates,2001,18.0638
Female,Non-Hispanic White,Ages < 20,All Stages,Observed Rates,2002,17.5056
Female,Non-Hispanic White,Ages < 20,All Stages,Observed Rates,2003,17.5122
Female,Non-Hispanic White,Ages < 20,All Stages,Observed Rates,2004,17.2829
Female,Non-Hispanic White,Ages < 20,All Stages,Observed Rates,2005,17.4708
Female,Non-Hispanic White,Ages < 20,All Stages,Observed Rates,2006,17.5051
Female,Non-Hispanic White,Ages < 20,All Stages,Observed Rates,2007,18.7055
Female,Non-Hispanic White,Ages < 20,All Stages,Observed Rates,2008,17.8967
Female,Non-Hispanic White,Ages < 20,All Stages,Observed Rates,2009,18.5477
Female,Non-Hispanic White,Ages < 20,All Stages,Observed Rates,2010,18.3575
Female,Non-Hispanic White,Ages < 20,All Stages,Observed Rates,2011,20.3954
Female,Non-Hispanic White,Ages < 20,All Stages,Observed Rates,2012,19.0038
Female,Non-Hispanic White,Ages < 20,All Stages,Observed Rates,2013,19.2922
Female,Non-Hispanic White,Ages < 20,All Stages,Observed Rates,2014,19.583
Female,Non-Hispanic White,Ages < 20,All Stages,Observed Rates,2015,20.6181
Female,Non-Hispanic White,Ages < 20,All Stages,Observed Rates,2016,19.668
Female,Non-Hispanic White,Ages < 20,All Stages,Observed Rates,2017,19.4088
Female,White (includes Hispanic),All Ages,All Stages,Observed Rates,2000,441.5731
Female,White (includes Hispanic),All Ages,All Stages,Observed Rates,2001,442.3847
Female,White (includes Hispanic),All Ages,All Stages,Observed Rates,2002,438.2667
Female,White (includes Hispanic),All Ages,All Stages,Observed Rates,2003,430.7026
Female,White (includes Hispanic),All Ages,All Stages,Observed Rates,2004,432.7952
Female,White (includes Hispanic),All Ages,All Stages,Observed Rates,2005,433.9218
Female,White (includes Hispanic),All Ages,All Stages,Observed Rates,2006,437.046
Female,White (includes Hispanic),All Ages,All Stages,Observed Rates,2007,439.6355
Female,White (includes Hispanic),All Ages,All Stages,Observed Rates,2008,444.2691
Female,White (includes Hispanic),All Ages,All Stages,Observed Rates,2009,443.9372
Female,White (includes Hispanic),All Ages,All Stages,Observed Rates,2010,432.5567
Female,White (includes Hispanic),All Ages,All Stages,Observed Rates,2011,434.3051
Female,White (includes Hispanic),All Ages,All Stages,Observed Rates,2012,434.579
Female,White (includes Hispanic),All Ages,All Stages,Observed Rates,2013,433.5464
Female,White (includes Hispanic),All Ages,All Stages,Observed Rates,2014,436.244
Female,White (includes Hispanic),All Ages,All Stages,Observed Rates,2015,437.7267
Female,White (includes Hispanic),All Ages,All Stages,Observed Rates,2016,430.7237
